question_text,target
Why do people not understand that Islam is incompatible with the modern standards of human rights?,1
Do Mongolian gypsies (Turks in Turkey) ever visit their ancestor’s caves in Mongolia? Do they feel a connection to their homeland when they visit?,1
Is there anything wrong with USA and Australia and Canada pursuing a whites only immigration policy?,1
Do Black men like Black women?,1
Why do women have to show a fake face to the world when they could save money by simply not bothering with cosmetics?,1
Why is Chloe Kim on the US Olympics team when she is Asian?,1
How have so many people got depression nowadays? Doesn't it cheapen it for those genuinely needing psych help?,1
"What are some possible effects for a 13 years old boy, when his mother rubbed herself on him until she had orgasm, several times?",1
Do most Israeli Jews today consider themselves genetically superior (e.g. smarter) to gentiles because Jews are overrepresented in Nobel Prize awards?,1
Why does Fox News Channel always scream “fake news” when they are fake news?,1
"Why am I allowed to be fat? What if someone doesn't like it, do they have to deal with it or can they get me arrested or sue me or something?",1
Why don't the media criticize Muslims for treating women like an object?,1
Are liberals evil?,1
Why are Americans so concerned about Russia's interference in their elections? I mean The USA is doing so all the time?,1
"Why are the Spanish still not that good at English? It's a perfectly Western country, and not that poor as to explain it on poverty and no online infrastructure. I've met so many who don't speak a word.",1
Why do you blame Muslims for their terrorist activities when the Koran asks them to indulge in violence? Why not ban the Koran worldwide?,1
"Thanks to Quora we can all be lazy about real research and just ask a question. So, please enlighten me on why it's an issue for Iran to develop ballistic missiles? Doesn't the US undertake continual weapons development save for nuclear?",1
Why does South India have to pay for and subsidize the laziness of North Indians?,1
Why Hollywood is filled with pedophiles?,1
Why are white collar African women difficult to work with (not being racist or stereotypical)?,1
"Why do journalists get such basic details wrong? The article says, “a gunman shot two people in the parking lot with an ‘assault rifle’”. ""Assault rifle"" means fully a automatic machine gun. An AR-15 is a semi-automatic, a totally different thing.",1
Why are Buddists so cruel to Muslims in Arakan?,1
Didn't Trump promise ethnic cleansing?,1
Should Kurds deport the Mongolian Gypsies (Turks) from Kirkuk back to Mongolia?,1
Why are celebrities uneducated?,1
Why do Trump haters fabricate lies without a single shred of proof?,1
Don’t you think that Trump was fishing to find out how much FBI knew about the Moscow hooker event when he kept asking about them to Comey?,1
"I thought Muslims considered hiraba to be haram? What's their justification for mass murder? Is the definition of hiraba constrained to only ""approved people"", and everyone not approved is fair game?",1
"Why is being in an abusive relationship with a tall white guy a rite of passage in the U.S., that all American girls must go through and will go through at least once?",1
Has Roy Adams ever touched you inapropriately?,1
Are environmentalists the new Maoists?,1
Why do Christians refer all non-Christians as “devil worshipers”?,1
Should Marxists be banned from Quora for their stupidity?,1
Why are British people so obsessed with American guns? The number of British people who tell me why I shouldn’t own a gun and why it is evil shocks me.,1
Why is there such a fascination with Nazi Germany here on Quora? Everything has been said and done about that time in history.How many times can you beat a dead dog?,1
Can west Bengal become a separate country which may be named Indian Islamic State?,1
Do Muslims respect Buddhism? As the 2nd largest majority isn't it your duty to respect the beliefs of the minority community?,1
"Why do people think asexuals/aromantic people are LGBT even if they're cisgender & heterosexual? If someone is straight, cis & just so happens to also be asexual, they aren't LGBT.",1
"Did any Trump supporters watch Trump’s April 26 call to Fox & Friends and think not “Oh no, the president is insane,” but actually felt pride and confidence at hearing him rant?",1
How are scientific experiments carried out on the ISS in the absence of real scientists aboard?,1
Did women do it doggy style in the 18th century?,1
With the amount of inbreeding in the royal family there must be a lot of genetic deformities - are they all moved to secluded estates like Prince John (b 1905) was?,1
Has the crime rate in Bangalore increased because of the Biharis?,1
Why do Brazilian boys worship Mexican girls a lot?,1
I happened to penetrate penis inside mom while sleepwalking on her bed. I realised that penetration was tough. Does it mean I did anal sex with her?,1
Is it true that Turks enjoy higher quality of life compared to Europeans? Are Turks richer than Europeans?,1
What happened to the sane voices among Hindus? All we hear about are some bad apples are taking over the entire Indian society.,1
Why isn't the USA bombing Israel?,1
My neighbor is a Reptilian and he plays loud rap music every night. I asked him to stop but he shrieked at me. What should I do about him?,1
If women want financial security then why don't they get a job instead of marrying some guy? What kind of gender equality and feminism is this?,1
Do Americans really have sex with their own real sisters like Jamie Lannister?,1
Do the vast majority of Indians have zero integrity or honesty?,1
Why do most mainstream liberals (and media) utterly despise the Catalan independence movement and want to imprison it’s leader but said nothing about the violence against those voting in the referendum?,1
Why did Sikhs not include Pakistani Punjab in their proposed map of Khalistan?,1
Can a kid have sex with a cat?,1
Why are Christians so unfunny? Their jokes are either painfully lame or just eyerollingly corny. Why does religion seem to kill comedy?,1
Why do people hate flat earthers but protect pedophilia?,1
"Why do Southern Indians not able to speak very well in Hindi, as Hindi is the national language of India?",1
Why don't liberals care about the oppression women in the middle east face?,1
"I feel like spitting on a Modi bhakt's face, what should I do?",1
How dare many people in UK ask for second referendum on Brexit?,1
"Why is it that, in America, if you support your president, some people call you racist, deplorable, homophobic etc., but if someone is in this country illegally, the same people refer to them as Dreamers?",1
Why don't America give Israel some of their land so they will establish their own country if they love them so much?,1
What would you do if the person who A2A'd you stole your strawberries?,1
Do Caucasians have the lowest sense of identity and culture?,1
"Why won’t Barry unseal his records, especially his tax RETURN?",1
Do French people actually know what the secret is behind the French ban on registering ethnicities in their country? Do they realize that this is a trick to hide the number of thin-cookie monsters that are residing the country?,1
Why can’t Indian people understand that democracy isn’t good for them? It doesn’t work in a third world country. They are wasting their time (I’m an Indian myself).,1
When will Hungarians acknowledge their monstrous crimes against their Jewish population?,1
African American people want to stop racial profiling. But why do I keep catching black people stealing at my store if they want the stereotype to stop?,1
Are Hindus soft target?,1
Why are Filipinos so racist towards the Black Aboriginals of the Philippine Islands a.k.a Ophir?,1
"I've observed many Biafrans to be intolerant, rude and lacking open minds. Why is this so?",1
Why isn't the Muslim brotherhood banned in Europe?,1
Should I call the police on my gay child?,1
What is the difference between a master killing his slave 200 years ago and a mother killing her unborn child today?,1
Is a girl wearing ultra short shorts showing her butt cleavage ‘asking for it’?,1
"Why do some people seem to think that hurting men is ""feminism""?",1
"Is it true that Bill Clinton before his surgery was Hillary Clinton, and Hillary Clinton before her surgery was William Jefferson Rodham?",1
Have you ever seen a teacher you know in a porno?,1
Why are West Bengal people anti-Indian and anti-Hindu now?,1
"Are human right violations in Kashmir, God's way of punishing Kashmiri Muslims for their crimes against Kashmiri Pandits?",1
"My friend is terrified of the India’s democratic freedom of r-aping daily and nightly, how do I help her through this troubling time?",1
Why do Christians disagree on issues when the Bible tells us if anyone lacks understanding God will give it to them?,1
"Why do Palestinians want a right of return to Israel when Israel mistreats Palestinians, according to them?",1
Why did feminists destroy my family?,1
How many airsoft BBs should I eat?,1
How does Quora feel about being too stupid to keep banned users from coming back?,1
Will Salman and Srk's fans be happy if Aamir Khan dies?,1
"Do you think it was a bit ignorant of the British to go their own way with Europe's eras and have their own eras themselves (Elizabethan, Victorian, Georgian, etc)?",1
Why do Hispanic children cause more trouble? Every one I met is a troublemaker.,1
"Since some argue that discussion of global warming is treason, what will liberals do?",1
Why is Mamata Banerjee (begum) destroying Bengali Hindus?,1
Why Indian Muslim's are happy after every terrorist attack in India?,1
Just what the hell is wrong with the Muslims all over the world?,1
What is the rational behind efforts to prevent people from committing suicide? If a person is not a bread earner for his family what would his death cause to the world economy?,1
How did Obama and the Democrats screw up this country so bad it took a business man like Trump to straighten it out?,1
"Why don't educated Muslims want to abolish patriarchal Islamic practices like polygamy, triple talaq, hilla, muta?",1
"Why is it racist to refer to Obama as a monkey? Yes it's rude, but I don't see how it's racist.",1
"Why does someone with your esteemed credentials rely on E! News, a blog that is clearly biased against nuclear power and which came into existence after Fukushima and keeps the owner and writer hidden behind a curtain?",1
"The UK itself has thousands of track records of bombing and killing civilians in the world, why doesn't the UK blame itself for killing the Russian spy in the UK?",1
How do Hindu pandits (learned men) explain hindu women having one night stands with random strangers?,1
"Why Sikhs are silent on Killing of Hindus during Punjab insurgency? Why today generation Sikhs are suffering from identity crisis that some radicals want Radhswaomi, Nirankari and other sects to be out from Punjab?",1
What would you do if you had a molester license which allows you to rape every women you want?,1
Why do not the progressives do something to ensure justice for fat and ugly women and challenge the privilege of slim and beautiful women?,1
The Chinese Foreign Ministry spokesman Lu Shuang made a tough saying that foreign companies should abide by Chinese laws. Does it mean that CPC intends on enforcing Chinese law around the world?,1
What are the best examples of liberal hypocrisy in the US?,1
If God wanted people to be in same sex relationships wouldn't he have made it possible for them to procreate without medical assistance? Doesn't that make sense?,1
How can I waste my life?,1
Why do elephants pray to idols?,1
What happens when someone had diarrhea in the holocaust?,1
Let me tell you about Christianity you can understand and be saved it is not too late you have not had the transgendering surgery let me help?,1
Why is Dana h. shultz an idiot?,1
"Why are the young people in America so easy to brainwash, and turn into traitors willing to destroy their own country that their fathers and grandfathers fought, and died in several wars to protect them, and give them a free country to live in?",1
"Why do airline pilots get paid so well for turning on autopilot and sitting, doing nothing, most of the flight?",1
Should people with HIV aids be allowed to attend public university?,1
"Why in LBGT, is T included? LBG are authentic, whereas T is manufactured and can't stand alone, without a fair bit of lobbying?",1
Will Trump eat rat poison?,1
"Researching who is murdering transgender people, a disproportionate number of the murderers are black. Why doesn't the LGBTQI community acknowledge this & why is it that this is happening? Is it due to homophobia & transphobia in the black community?",1
How many innocent Kashmiris need to die at the hands of the Indian State before Indians decide that they should grant freedom to Kashmir?,1
What would happen if I was castrated (remove the testicles) and had them replaced with the testicles from another animal (my dog) and then ejaculated in a human female and a female of the species the testicles came from?,1
Can't Trump win by portraying the Democrats as preferring “immigrants” to “real Americans”?,1
Are most blacks in the United States today tall and/or athletic because slave owners selectively bred the slaves with the most desirable qualities?,1
Why are Austrians and Germans complaining about refugees entering their country (protective? Racist? Scared?)?,1
Why do Bangladeshis hate Indians?,1
"What good advice could Bill Clinton offer to Weinstein, Moore and Franken?",1
Why do so many Swedes lack basic critical thinking skills? Is it because the Swedish government wants everybody to think alike?,1
Why don't Turkish Georgians rise up against Turkey and join Georgia?,1
"Why do you all care so much about professionalism when we are all going to die? So many people with degrees still have to share the sidewalks with imbeciles, so why is that so important to you?",1
Wasn't the World Trade Center built for airplane impacts?,1
"If the US entered into a war against Muslims, who would Obama root for?",1
Does Mark Hamill realize he's white?,1
What is it like to have sex with Donald Trump?,1
Can I tell someone not to touch my bare chest?,1
"If 35 countries including the USA and EU all designate HAMAS as a terrorist organisation, why does anyone support establishing a terrorist run state of Palestine?",1
Should gay men be referred to as shemen and regular men as hemen?,1
Why are men with high and low IQ more common than women?,1
"How the fuck do you make this stupid ""Quora"" thing go away?",1
The Earth should be flat because our shoes are. Why are they saying that the Earth is round?,1
"How tone deaf can Trump be, even on Memorial Day for veterans? Is everything always about him?",1
Do you find the Kashmiri Muslims more conservative and communal than the Pakistani Muslims?,1
Why are all American citizens now moving to New Zealand?,1
Why do some people dislike the black race?,1
"Should we stop all refugees from coming into the USA after the mass sexual assaults in Cologne, Germany by men of Arab and North African descent?",1
What is no pen wall painting?,1
Hasn't Trump made good on all his campaign promises and the people who voted for him are rightly overjoyed as it is rare any politician actually does that.Isn't thatwhy the Americans wanted a non politician as President?,1
Why didn't the United States intervene to save Jesus from the Romans?,1
"When reading about the ‘Hart Family’ tragedy, I’m wondering why same sex couples are even allowed to adopt children, and what can we do to help change laws to prevent those kinds of adoptions in the future?",1
Why do bold and open minded women get rich husbands?,1
"'Islam is evergreen worst religion', do you agree with proud in it?",1
What is the secular equivalent to religious people irrationality? What are secular people missing? There is something deeply wrong on both sides.?,1
Why don't any Muslim girls like white guys?,1
Why is Europe so homophobic?,1
Is Trump really bitingly anti-American in values and a sheep in wolf’s clothing?,1
Does 70 years of obsession lead Pakistani people to jerk off while fantasizing about Jammu and Kashmir before sleeping at night ?,1
Why don’t Hindus feel embarrassment when they bow before man-made statues?,1
"I have an IQ of 200, if that matters at all. I basically have a masters in quantum physics. Everyone is intimidated by me. Why don't I have friends?",1
Why are are Asians and Hispanics so invisible in America?,1
Is it possible to send yourself back to the past by thinking on David Hasselhoff and wearing no red socks?,1
"Which is more difficult, trying to hold a factual debate with a Brexiter or playing chess with a pigeon?",1
"I just watched an episode of the series ""Dirty Money"" on Netflix called ""Confidence Man"" on Donald Trump. How can 35% of the US people have voted for this clown, this thief, this con man?",1
How could America continue to slap on Russia's face when the Soviet Union even destroyed itself to please the Americans? How could Russia still try to please the Americans while they continue to slap on Russia's face?,1
Is Justin Trudeau suffering from Islamophilia?,1
Why has India been systematically murdering Indian children in Indian hospitals? Are Indian hospitals becoming a killing field in India in an attempt to reduce the Indian population?,1
"How would you explain to an alien, why people who eat dogs are evil, but people who eat cows and pigs are good people?",1
Is the Global Islamic Movement using Islamophobia and fear of racism to infiltrate into and destroy the West?,1
Does it feel good to have incestuous fantasies while masturbating?,1
Is this the beginning of the end of the Regressive Right’s stranglehold in America?,1
Why are people so stupid thinking guns are the problem when clearly it's the people?,1
"Why do Americans talk about gun control as punishing everyone for actions of a handful of wrong people when the point is that you too can become their victim? Since we can't catch those individuals, no one should own guns for collective safety.",1
"Why do trans women and drag queens parody harmful female stereotypes? Such as being overly dressed up, bitchy etc",1
How can stop this annoying Quora right wing trash?,1
Why do not most women like chivalry anymore?,1
"Isn’t it one thing to tolerate homosexuality but another to be compelled to accept it? Can one expect 2,000 years of religious and cultural history to change overnight?",1
Can an extremist Muslim explain why it's deemed acceptable to murder innocent people?,1
Is it true that you are a taco?,1
Why is there no development in West Bengal? Is it because of lazy Bengali or because they select lazy political leader?,1
"Who killed more Chinese, Mao or the Japanese military?",1
Why are Tamils black?,1
Why do men always take the easy way out of a situation by lieing about anything and everything when they are in trouble?,1
Why do fucking furries exist?,1
Is Saudi king Salman Al Saud the puppet-master of Donald Trump?,1
Do mentally ill people go to heaven?,1
"Why is the UK too scared to declare war with Southeast Asian countries (e.g. Vietnam, Myanmar, the Philippines, and Indonesia or Malaysia)?",1
What’s your favorite kind of puzzle game?,1
"If Jesus said ""Love thy neighbor"", why do prochoice Christians say Jesus loves abortion?",1
What you will do if I kill and eat human because I have right to eat whatever I want?,1
Why are people from kasargod and kannur joining ISIS and wants to wipe out non Muslims?,1
"Morgan Freeman was accused of sexual harassment by 8 women. Who is better as a person, Donald Trump or Morgan Freeman?",1
Is vomiting a controversial racial issue? I submitted a question asking if Hispanics women vomited more often than other races. I only received insults and was called a racist. Constructive criticism is appreciated.,1
Does Maine have any Christians left? What about Maryland?,1
Do most Atheists find that life no longer has any real meaning or purpose other than perhaps material accumulation?,1
Why do girls always think about love?,1
"What do liberals think of the term ""libtard"" and what do conservatives think of the term ""cuckservative""?",1
"My son is living on my property, but he is not obeying the word of God, and he does not speak to Jesus everyday. Should I make him move off of my land?",1
Is Quora basically liberals helping others to see how wrong they are about so many things?,1
Is yogi Adityanath more interested in spending crores of rupees in ayodya and drowned in celebrations than saving thousands of children dying in UP?,1
How can I concern my cousin sister to have sex with me?,1
Are Christians in India facing threats of existence and persecution due to the union BJP government?,1
Would you want your child to be transexual?,1
"If wife doesn't flush toilet, is it a mental disorder always make excuses?",1
Why is human evolution from monkeys to humans a lie?,1
"If God or nature created men and women to be different, why do humans have to insist, yell, or shout that they are equal?",1
Is 720 a bad score in NEET?,1
Why are sick people not able to digest the success of our loving PM Narendra Modi Ji?,1
How did Iran's illiterate ayatollahs produce nuclear warheads and missiles?,1
"Are transgenders living a lie, like if a white man painted his skin brown and claimed to be black, or a boy said he was a dog, or a 50-year-old woman claims to be a 5-year-old girl?",1
Why do so many Americans say 'dove' (instead of 'dived') and 'snuck' (instead of 'sneaked')? It is surely evidence of the speaker's illiteracy.,1
"Why do all questions on Quora starting with ""Why do all liberals…"" sound like a fourteen-year-old who just finished reading Ayn Rand?",1
Why are people so judgemental towards people who were racist before racism became an everyday subject that everyone understands?,1
Are the Chinese and Indians planning to take over Malaysia from the Malays and overthrow the Malay Rulers? Why or why not?,1
Why do Malaysian watch Indonesian shity soap opera?,1
"Why have white men, as a group, convinced themselves that Asian women as a group prefer white men to Asian?",1
Would you fuck your own mother if you could?,1
Why do social conservatives use terminally-ill children like Alfie Evans as political props? Do they understand that these children are going to die of their disease process even if they get treatment in an anti-abortion hospital?,1
Why won't gun control extremists focus on enforcing current laws instead of insisting on trying to remove all firearms?,1
Is the treatment of blacks in the US now similar to how Jews were treated in Nazi Germany?,1
What is the best way to teach my students to hate Bill Clinton for defeating Hitler in WW2?,1
How much funding did the NRA give the IRA?,1
"How is it that Latino men from South America are considered very sexy and passionate, but for the Spanish men from Spain it's different with Frenchmen 'overtaking' them? How could the Spaniards miss out on this Latin flair the Latinos have?",1
"How IT IS NOT AGREED UPON in the MINDS of the public THAT MOST DOCTORS are CHEATERS of MEDICARE FUNDS, & THEY STEAL FROM GOV24/7 ILEGALY?",1
Why do so many Chinese on Quora seem to be so negative about western countries? Why are our values and civilization so hated here? (Asking from Danish perspective),1
Why is the US so good at brainwashing?,1
"If you had a bag of ""fucks"" to give, what are the criteria on which your fucks distribution would depend?",1
Would Muslims have the right to turn the United States into a Muslim country if they constituted the majority demographic?,1
Has the term liberalism become the new version of censorship of thought and is a word to deceive the public?,1
What are some good reasons to be anti-LGBT?,1
Is Hindutva an ideology or a disease?,1
Why do journalists never master any 1 skill?,1
Is the existence of Russia a hoax propagated by liberal SJW communists in an effort to derail the Trump campaign?,1
"If girls can show cleavage in public, why can't boys show half penis in public?",1
Why couldn't the British bomb Germany during the daytime instead of the United States during WW2?,1
Why do evangelicals support Trump when his behavior isn't Christ like?,1
Why do Indian Quorans talk too much about Bollywood actors and actresses? Are there no other Indian stuff for them to discuss?,1
Are idealists losers? (because it's what everybody makes it seem like),1
Are atheists scum?,1
"Say we were to concede that there is a severe moral contradiction between Islam and the West. How does a conservative rationalize the cruelty of sending a refugee back to their country, where they will surely be slaughtered?",1
"Why are there still so many gun supporters in the USA? The wild wild West is long gone. There are no more Indian attacks, the civilised nations have long banned them, and it's so clear they cause so much harm.",1
Why do progressive Democrats believe that the Federal Government should run our lives?,1
"Why are there so many anti Trump, anti gun ads in Quora? Is Quora subtlety pushing leftists agendas just like the Msm?",1
"Why sex is related to morality when it comes to women? I don't support promiscuity, but why men judge women who have had sex when they had a relationship or relationships?",1
Why would you ask an Asian person about black people's feelings about Farrakan?,1
Where can I download a cracked version of Bitdefender Internet Security 2016?,1
Is Quora biased about who uses the site? I have had my answers collapsed and even been suspended because I don't always indent when I copy and paste from the Bible.,1
Some of your Quora people are either very anti Obama or pro Trump sadly. Why?,1
Why does it bother Jews that some people think they rule the world?,1
"Why do people tolerate it when cats torture their prey, yet get all worked up over a human exhibiting zoosadism?",1
"As a libertarian, what would you like to tell Republicans?",1
How can i stop Quora from sending me 5 billion questions about Marvel-movies? I don't watch Marvel-movies.,1
Do Mormons really believe that if they are faithful they will become gods ruling their own universe? Are they going to repeat on those universe the same crazy evil system that we have here?,1
Which will be a better man: “Chopper of Republic of Anzakistan” or an “Asian knifer”?,1
"M gf's family are Waris (Brazilian cannibal tribe). My question is, what's the best way to prepare human meat? I have to prepare/lead a family dinner.",1
Why are there at least 19 stories about Turkey in this issue? Is Quora a Turkish propaganda outlet? I am about to cancel my subscription. It's obvious Turkish people are planting questions so that they can answer them any way they like. Nice gimmick.,1
"When somebody is voting for Donald Trump just because they don't like Hilary Clinton, what does it say about them that they prefer a bigot?",1
Why do most Muslims judge other people by their religion first?,1
Will you fucking unsubscribe me right NOW?,1
"Brahmin girl, Muslim girl or doctor girl, who would you marry irrespective of their character?",1
Is it true that a true Muslim can never be a good human?,1
Why has Apple abandoned personal computing?,1
What is a relation between Muslims and terrorists?,1
Why is China detaining the wives of Pakistani nationals and sending them to correction centers?,1
Why is it so that most of the Malayalees in the world learn foreign languages much faster than any other native person?,1
Why do some people get angry when Palestinian terrorists get shot? Don't they realize Palestinians crave martyrdom and WANT to die?,1
Should H. Clinton go to jail for financing Russia in the propaganda during the election. Lie about Trump doing business their leader Putin she sold 20% of USA uranium?,1
Why do Indians not gives a shit on Pakistan?,1
What does Robert Mueller think of the fact that the House Intelligence Committee finds no evidence of collusion? Does he think at all?,1
Is it true that women in reality don't want sex? Do they just pretend to want sex so that the men they want to entangle think they are hot?,1
Do liberals believe that pleasure about anything is always healthy?,1
Is it really animal cruelty/abuse if my dog has sex with me? Is it abuse to me? He is an adult Corman Shepherd (3yo) and does not seem hurt or bothered at all. We are both fine and happy after as well.,1
Why IAS officers are one of the strongly hated community on Quora?,1
Why has Britain not had any more prime ministers since William Churchill?,1
Why do blacks ruin neighborhoods?,1
"Why are our American Indians (Cherokee, Sioux, Apache…) are so suppressed in opportunities in their own mother land?",1
Why do all Balkan people hate Kosovo Albanians?,1
Why do women smell worse than men when they fart?,1
How often do vegans bathe?,1
"Why should I get mad at Russia? No matter whether Trump or Clinton got in office, Obamacare would still be broken.",1
Indian culture says that we should not beat girls but when its intolerable should we use our hands?,1
Will President Trump not only make America great again but maybe also the world?,1
How can I scuduse my sister to sex with me?,1
Why were we so worried about the Jewish genocide but never stopped the genocide in Rwanda?,1
